"In order to cancel a subscription, please go to your device or market settings and subscriptions.", "सदस्यता रद्द करने के लिए, कृपया अपने उपकरण या बाज़ार की सेटिंग और सदस्यता पर जाएँ।"
"You can't downgrade your lifetime premium subscription.", "आप अपनी जीवन भर की प्रीमियम सदस्यता को डाउनग्रेड नहीं कर सकते।"
"One-time payment", "एक - बारगी भुगतान"
"Recurring payment", "आवर्ती भुगतान"
"Sign Out", "प्रस्थान करें"
"Send Feedback", "प्रतिक्रिया भेजें"
"Open Source Licenses", "ओपन सोर्स लाइसेंस"
"Privacy Policy", "गोपनीयता नीति"
"Terms of Service", "सेवा की शर्तें"
"Remove My Data", "मेरा डेटा निकालें"
"Learn how we collect data and ask us to remove the collected data", "जानें कि हम कैसे डेटा एकत्र करते हैं और हमें एकत्रित डेटा को निकालने के लिए कहते हैं"
"We do not collect Personally Identifiable Information (PII) for kids, minors or intellectually disabled users with appointed guardians.", "हम नियुक्त अभिभावकों के साथ बच्चों, नाबालिगों या बौद्धिक रूप से अक्षम उपयोगकर्ताओं के लिए व्यक्तिगत रूप से पहचान योग्य जानकारी (पीआईआई) एकत्र नहीं करते हैं।"
"Following the guidelines of Children's Online Privacy Protection Act (COPPA), you can ask us to remove all your or your child's anonymous data anytime you want.", "बच्चों के ऑनलाइन प्राइवेसी प्रोटेक्शन एक्ट (COPPA) के दिशा-निर्देशों का पालन करने के बाद, आप हमें अपने सभी या अपने बच्चे के अनाम डेटा को कभी भी हटा सकते हैं।"
"To learn more, read our Privacy Policy in the previous menu.", "अधिक जानने के लिए, पिछले मेनू में हमारी गोपनीयता नीति पढ़ें।"
"When you ask us to remove your data, we will remove your account and any data we collected about you or your child. Additionaly if you have a subscription, it will be terminated. And removed data will not be recoverable.", "जब आप हमसे अपना डेटा हटाने के लिए कहेंगे, तो हम आपके खाते और आपके या आपके बच्चे के बारे में एकत्र किए गए किसी भी डेटा को निकाल देंगे। अतिरिक्त यदि आपके पास कोई सदस्यता है, तो इसे समाप्त कर दिया जाएगा। और हटाए गए डेटा पुनर्प्राप्त करने योग्य नहीं होंगे।"
"I understand, remove my data.", "मैं समझता हूं, मेरा डेटा हटा दें।"
"Parents Only", "केवल माता-पिता"
"Drag and drop the key over padlock in order to unlock the Settings", "सेटिंग्स अनलॉक करने के लिए पैडलॉक पर कुंजी को खींचें और छोड़ें"
"Create a profile!", "एक प्रोफाइल बनाएं!"
"Choose a profile name or tell us the person who is going to use this application.", "एक प्रोफ़ाइल नाम चुनें या हमें उस व्यक्ति को बताएं जो इस एप्लिकेशन का उपयोग करने जा रहा है।"
"Your Name", "आपका नाम"
"Choose an avatar!", "एक अवतार चुनें!"
"Choose an avatar for the person who is going to use this AAC application.", "उस व्यक्ति के लिए एक अवतार चुनें जो इस AAC एप्लिकेशन का उपयोग करने जा रहा है।"
"Boy", "लड़का"
"Girl", "लड़की"
"Mixed", "मिश्रित"
"Congratulations, $1!", "बधाई हो, $1!"
"Your user profile has been completed. You can start using Leeloo AAC app", "आपकी उपयोगकर्ता प्रोफ़ाइल पूरी हो चुकी है। आप Leeloo AAC ऐप का उपयोग शुरू कर सकते हैं"
"Welcome to", "आपका स्वागत है"
"Leeloo AAC", "लीलो एएसी"
"Thank you for downloading Leeloo AAC, let's get started with setting up your leeloo profile.", "लीलो एएसी को डाउनलोड करने के लिए धन्यवाद, चलो अपना लीलो प्रोफ़ाइल स्थापित करने के साथ शुरू करें।"
"View other sign in options", "विकल्पों में अन्य साइन देखें"
"Who is using the app?", "ऐप कौन इस्तेमाल कर रहा है?"
"Search cards and phrases...", "कार्ड और वाक्यांश खोजें ..."
"Unlock Leeloo Premium!", "Leeloo प्रीमियम अनलॉक!"
"Functionality of Leeloo AAC will always be free. Leeloo Premium offers +50 additional Assistive Card packs.", "लीलो एएसी की कार्यक्षमता हमेशा मुक्त रहेगी। Leeloo प्रीमियम +50 अतिरिक्त सहायक कार्ड पैक प्रदान करता है।"
"Monthly", "महीने के"
"Try 3 days for FREE", "आज़ाद के लिए 3 दिन की कोशिश करो"
"Then $1/year", "फिर $1 / वर्ष"
"Lifetime", "जीवन काल"
"One-time Payment", "एक - बारगी भुगतान"
"SAVE $1%", "$1% बचाएं"
"$1/mo", "$1 / मो"
"See the packs you will unlock", "उन पैक को देखें जिन्हें आप अनलॉक करेंगे"
"Scroll the cards right to see all of the premium assistive cards.", "सभी प्रीमियम सहायक कार्ड देखने के लिए कार्ड को दाईं ओर स्क्रॉल करें।"
"$1 cards", "$1 के कार्ड"
"$1 phrases", "$1 वाक्यांश"
"Start 3 days FREE Trial", "3 दिन शुरू करें फ्री ट्रायल"
"Cancel anytime without cost", "बिना खर्चे के कभी भी रद्द"
"Free trial for 3 days only appy to yearly plan and during this time; you can cancel your subscription without any cost.", "3 दिनों के लिए नि: शुल्क परीक्षण केवल वार्षिक योजना और इस समय के दौरान; आप बिना किसी खर्च के अपनी सदस्यता रद्द कर सकते हैं।"
"Make sure to review the seller platform Terms and Conditions before hand, if you have any problems or issues contact us and we will do everything we can to solve any problems you face.", "हाथ से पहले विक्रेता मंच के नियम और शर्तों की समीक्षा करना सुनिश्चित करें, यदि आपको कोई समस्या या समस्या है तो हमसे संपर्क करें और हम आपके द्वारा सामना की जाने वाली किसी भी समस्या को हल करने के लिए हम सब कुछ करेंगे।"
"Monthly and Yearly plans are recurring plans and Lifetime plan is a one-time payment plan, for subscriptions, unless auto-renew is turned off you will be charged the period price when the current period ends.", "मासिक और वार्षिक योजनाएं आवर्ती योजनाएं हैं और लाइफटाइम योजना सदस्यता के लिए एकमुश्त भुगतान योजना है, जब तक कि ऑटो-नवीनीकरण बंद नहीं किया जाता है, जब मौजूदा अवधि समाप्त हो जाती है तो आपसे अवधि की कीमत ली जाएगी।"
"Keep in mind refunds are handled by the platforms and the refund times and policies might differ respect to the platform and the market you are subscribing from.", "ध्यान रखें कि रिफंड प्लेटफॉर्म और रिफंड के समय के हिसाब से लिए जाते हैं और पॉलिसियों को प्लेटफॉर्म और उस मार्केट के प्रति सम्मान हो सकता है, जिससे आप सब्सक्राइब कर रहे हैं।"
"Please report accidental purchases to us the same day or at least in 24 hours using 'Send Feedback' page in App settings.", "कृपया एप्लिकेशन सेटिंग में 'फ़ीडबैक भेजें' पेज का उपयोग करके उसी दिन या कम से कम 24 घंटों में हमारे लिए आकस्मिक खरीद की रिपोर्ट करें।"
"Leeloo Premium", "लीलो प्रीमियम"
"Subscribe to get more", "अधिक पाने के लिए सदस्यता लें"
"Try 3 days for free", "मुफ्त में 3 दिन का प्रयास करें"
"Next", "आगे"
"Start", "शुरू"
"USE", "उपयोग"
"USING", "का उपयोग करते हुए"
"ADD", "जोड़ें"
"REMOVE", "हटाना"
"Your device doesn't support voice driver for this language. In order to use TTS capabilities, you need to install a voice driver. You can try 'Google TTS' app to install and manage drivers!", "आपका उपकरण इस भाषा के लिए ध्वनि ड्राइवर का समर्थन नहीं करता है। टीटीएस क्षमताओं का उपयोग करने के लिए, आपको एक आवाज चालक स्थापित करने की आवश्यकता है। आप ड्राइवरों को स्थापित करने और प्रबंधित करने के लिए 'Google TTS' ऐप आज़मा सकते हैं!"
"Confirm Sign Out", "साइन आउट की पुष्टि करें"
"Keep in mind you can keep signed in, and don't have to sign out of your account every time.", "ध्यान रखें कि आप साइन इन रख सकते हैं और हर बार अपने खाते से साइन आउट नहीं करना होगा।"
"Remove Profile", "प्रोफ़ाइल निकालें"
"Are you sure that you want to remove this profile, data created by this profile will also be removed.", "क्या आप सुनिश्चित हैं कि आप इस प्रोफ़ाइल को निकालना चाहते हैं, इस प्रोफ़ाइल द्वारा बनाए गए डेटा को भी हटा दिया जाएगा।"
"OK", "ठीक"
"Cancel", "रद्द करना"
