"Free trial for 3 days only appy to yearly plan and during this time; you can cancel your subscription without any cost.", "Бесплатная пробная версия на 3 дня распространяется только на годовой план и в течение этого времени; Вы можете отменить подписку без каких-либо затрат."
"Make sure to review the seller platform Terms and Conditions before hand, if you have any problems or issues contact us and we will do everything we can to solve any problems you face.", "Обязательно ознакомьтесь с Условиями использования платформы продавца заранее, если у вас есть какие-либо проблемы или проблемы, свяжитесь с нами, и мы сделаем все возможное, чтобы решить любые проблемы, с которыми вы сталкиваетесь."
"Monthly and Yearly plans are recurring plans and Lifetime plan is a one-time payment plan, for subscriptions, unless auto-renew is turned off you will be charged the period price when the current period ends.", "Ежемесячные и годовые планы - это повторяющиеся планы, а Lifetime-план - это однократный тарифный план для подписок, если автоматическое продление не отключено, с вас будет взиматься плата за период по окончании текущего периода."
"Keep in mind refunds are handled by the platforms and the refund times and policies might differ respect to the platform and the market you are subscribing from.", "Имейте в виду, что возвраты обрабатываются платформами, и время возврата и политика могут отличаться в зависимости от платформы и рынка, на который вы подписываетесь."
"Please report accidental purchases to us the same day or at least in 24 hours using 'Send Feedback' page in App settings.", "Пожалуйста, сообщайте нам о случайных покупках в тот же день или хотя бы в течение 24 часов, используя страницу «Отправить отзыв» в настройках приложения."
"Leeloo Premium", "Leeloo Premium"
"Subscribe to get more", "Подпишитесь, чтобы получить больше"
"Try 3 days for free", "Попробуйте 3 дня бесплатно"
"Next", "следующий"
"Start", "Начните"
"USE", "ИСПОЛЬЗОВАНИЕ"
"USING", "С ПОМОЩЬЮ"
"ADD", "ДОБАВИТЬ"
"REMOVE", "УДАЛИТЬ"
"Your device doesn't support voice driver for this language. In order to use TTS capabilities, you need to install a voice driver. You can try 'Google TTS' app to install and manage drivers!", "Ваше устройство не поддерживает голосовой драйвер для этого языка. Чтобы использовать возможности TTS, вам необходимо установить голосовой драйвер. Вы можете попробовать приложение «Google TTS» для установки и управления драйверами!"
"Confirm Sign Out", "Подтвердите выход"
"Keep in mind you can keep signed in, and don't have to sign out of your account every time.", "Помните, что вы можете продолжать входить в систему, и вам не нужно выходить из аккаунта каждый раз."
"Remove Profile", "Удалить профиль"
"Are you sure that you want to remove this profile, data created by this profile will also be removed.", "Вы уверены, что хотите удалить этот профиль, данные, созданные этим профилем, также будут удалены."
"OK", "Хорошо"
"Cancel", "Отмена"
